question,answer,educationLevel,gender,hispanicOrLatino,incomeLevel,lgbtq,livingSituation,occupation,pet,politicalAffiliation,race,religion,school,state
What’s Your Most Used Social Media App?,Twitter,High School,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Very Liberal,White,Not Religious,Rensselaer Polytechnic Institute,Arkansas
What’s Your Most Used Social Media App?,Other,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Washington University in St. Louis,Indiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,Yes. Both,Slightly Liberal,White,Christianity,Georgetown University,New Jersey
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,"University of Massachusetts, Amherst",Kentucky
What’s Your Most Used Social Media App?,Other,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,"University of Maryland, College Park",Idaho
What’s Your Most Used Social Media App?,Twitter,High School,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,University of Notre Dame,North Carolina
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Moderate,Black or African American,Christianity,Texas A&M University,Michigan
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,White,Buddhism,North Carolina State University,New Mexico
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Not Religious,University of New Mexico,Maine
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,Black or African American,Christianity,Princeton University,Florida
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,Black or African American,Christianity,"University of California, Santa Barbara (UCSB)",Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,George Mason University,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,Black or African American,Christianity,"Arizona State University, Tempe",California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,Tulane University,Florida
What’s Your Most Used Social Media App?,LinkedIn,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Slightly Conservative,White,Not Religious,Stanford University,Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,"University of Maryland, College Park",Illinois
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,University of Texas at Austin,New Mexico
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,"University of Illinois, Chicago (UIC)",Pennsylvania
What’s Your Most Used Social Media App?,Twitter,High School,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,Wake Forest University,Florida
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,Black or African American,Christianity,George Mason University,Maine
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Very Liberal,Asian,Christianity,Boston University,Indiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,University of Southern California,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,College of William and Mary,Florida
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes, Dog",Moderate,White,Judaism,Vanderbilt University,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,"University of California, Riverside (UCR)",Tennessee
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Conservative,Black or African American,Christianity,California Institute of Technology (Caltech),California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,Brown University,North Carolina
What’s Your Most Used Social Media App?,LinkedIn,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,Other,Christianity,Cornell University,Missouri
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Duke University,Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,White,Christianity,Brown University,Colorado
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Slightly Conservative,White,Christianity,"Ohio State University, Columbus",Pennsylvania
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Conservative,Black or African American,Christianity,"University of California, Davis (UCD)",Florida
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Very Liberal,White,Christianity,Stony Brook University,South Carolina
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Very Liberal,Black or African American,Not Religious,Brandeis University,Pennsylvania
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,Asian,Christianity,Syracuse University,Texas
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,White,Christianity,"University of Minnesota, Twin Cities",California
What’s Your Most Used Social Media App?,BeReal,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Very Conservative,American Indian,Not Religious,"Binghamton University, SUNY",California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Christianity,University of Pittsburgh,Illinois
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Moderate,White,Christianity,University of Connecticut,Utah
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes, Cat",Moderate,White,Christianity,"University of California, Irvine",Illinois
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Not Religious,Michigan State University,Florida
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Christianity,Boston College,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Moderate,White,Not Religious,Temple University,Washington
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,California Institute of Technology (Caltech),Oklahoma
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Judaism,"University of California, Davis (UCD)",Virginia
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,University of Texas at Austin,Utah
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Slightly Liberal,Other,Not Religious,"University of Massachusetts, Amherst",New Hampshire
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Christianity,George Washington University,Texas
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes, Cat",Moderate,White,Islam,Illinois Institute of Technology,Minnesota
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Slightly Liberal,White,Christianity,University of Southern California,Virginia
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,"University of California, Riverside (UCR)",New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes, Dog",Moderate,Black or African American,Christianity,California Institute of Technology (Caltech),Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Christianity,"Pennsylvania State University, University Park",California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes, Dog",Moderate,White,Christianity,"Arizona State University, Tempe",Florida
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Christianity,"Rutgers - The State University of New Jersey, New Brunswick",Arizona
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,White,Judaism,University of the Pacific,Ohio
What’s Your Most Used Social Media App?,Other,High School,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Very Liberal,White,Not Religious,University of Texas Dallas,Mississippi
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Not Religious,Purdue University,New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),No Pets,Moderate,Black or African American,Not Religious,Howard University,Michigan
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),Yes. Both,Moderate,White,Christianity,University of Utah,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,Yes. Both,Slightly Liberal,Black or African American,Christianity,University of Wisconsin-Madison,Arizona
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,Black or African American,Christianity,University of Illinois at Urbana-Champaign,Oklahoma
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Lgbtqia+,Living W/ Parents,Student,No Pets,Moderate,White,Christianity,University of the Pacific,North Carolina
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,White,Christianity,University of Hawai'i at Manoa,Tennessee
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Slightly Liberal,White,Christianity,Georgia Institute of Technology (Georgia Tech),New York
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Not Religious,Princeton University,Illinois
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,Black or African American,Christianity,University of Texas at Austin,Vermont
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,University of New Mexico,Ohio
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Carnegie Mellon University,Louisiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,American Indian,Not Religious,Howard University,Iowa
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Very Liberal,Black or African American,Christianity,"Rutgers - The State University of New Jersey, New Brunswick",Iowa
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Moderate,White,Not Religious,Tulane University,Mississippi
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Cornell University,Kentucky
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Moderate,Asian,Not Religious,University of Texas Dallas,New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Very Liberal,White,Not Religious,University of Pennsylvania,Indiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,White,Not Religious,Massachusetts Institute of Technology,Pennsylvania
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Moderate,White,Christianity,University at Albany SUNY,Virginia
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Other,University of Utah,Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Moderate,White,Not Religious,Syracuse University,Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Slightly Liberal,White,Hinduism,University of the Pacific,Florida
What’s Your Most Used Social Media App?,Other,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Very Liberal,White,Christianity,University of Texas at Austin,Kansas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,American Indian,Not Religious,University of Florida,Texas
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,Yes. Both,Slightly Liberal,Black or African American,Christianity,Princeton University,Georgia
What’s Your Most Used Social Media App?,TikTok,High School,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,Black or African American,Christianity,University of Wisconsin-Madison,New York
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Very Conservative,White,Not Religious,College of William and Mary,New York
What’s Your Most Used Social Media App?,Twitter,High School,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,"University of Oklahoma, Norman",Minnesota
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Slightly Liberal,White,Christianity,Rice University,Pennsylvania
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Living W/ Parents,Student,Yes. Both,Slightly Liberal,White,Hinduism,University of Houston,Oklahoma
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,"Yes,Dog",Moderate,Black or African American,Christianity,North Carolina State University,New Jersey
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,University at Albany SUNY,Ohio
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Slightly Conservative,White,Christianity,"University of Maryland, Baltimore County",Nebraska
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,Black or African American,Christianity,Rensselaer Polytechnic Institute,Nevada
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,Black or African American,Christianity,Massachusetts Institute of Technology,Florida
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Florida State University,California
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,University of Colorado at Boulder,Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,Rensselaer Polytechnic Institute,Ohio
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Lgbtqia+,Lessee,Student,Yes. Both,Moderate,Other,Christianity,Drexel University,Massachusetts
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,White,Not Religious,Texas A&M University,North Carolina
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,"University of Massachusetts, Amherst",California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,Other,Christianity,Emory University,Colorado
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,University of Delaware,Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"Less Than $25,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,Asian,Christianity,University of Connecticut,Michigan
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Liberal,Asian,Christianity,Lehigh University,California
What’s Your Most Used Social Media App?,Other,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Very Liberal,Black or African American,Christianity,University of Illinois at Urbana-Champaign,Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,Other,Not Religious,University of Michigan,New Jersey
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Not Religious,Temple University,Virginia
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Dog",Slightly Conservative,Black or African American,Not Religious,"University of Maryland, Baltimore County",Alabama
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,San Diego State University,Indiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Liberal,White,Other,"Arizona State University, Tempe",Utah
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Very Liberal,Black or African American,Not Religious,University of the Pacific,Illinois
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,"University of Massachusetts, Amherst",Georgia
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),Yes. Both,Very Conservative,White,Christianity,"University of Minnesota, Twin Cities",Mississippi
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,Black or African American,Christianity,University of Pennsylvania,Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Very Conservative,White,Christianity,"University of California, San Diego (UCSD)",California
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Hispanic,"Less Than $25,000",Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,White,Not Religious,"Pennsylvania State University, University Park",Massachusetts
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,Black or African American,Christianity,New York University (NYU),California
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Moderate,White,Christianity,University at Albany SUNY,North Carolina
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Slightly Liberal,Asian,Christianity,"Rutgers - The State University of New Jersey, New Brunswick",Rhode Island
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Christianity,College of William and Mary,Michigan
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Conservative,White,Christianity,University of the Pacific,Kansas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Very Liberal,White,Christianity,Duke University,New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,White,Not Religious,Oregon State University,Michigan
What’s Your Most Used Social Media App?,TikTok,High School,Female,Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Cat",Moderate,White,Christianity,"Ohio State University, Columbus",Michigan
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,Other,Christianity,University of Florida,Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,Yes. Both,Moderate,Black or African American,Not Religious,"University of California, Davis (UCD)",Pennsylvania
